idf,id,sexo, parentescoJefe,conyugue,conyugueNo,padre,padreNo,madre,madreNo
60065291,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60065321,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60065321,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60065341,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60065341,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60065451,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60065451,4,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60065451,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60065451,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60065591,2,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60065591,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60065591,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60065642,5,2,4,1.79769313486232e+308,1.79769313486232e+308,1,3,1,4
60065642,4,2,8,1,3,2,1.79769313486232e+308,2,1.79769313486232e+308
60065642,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60065642,3,1,3,1,4,2,1.79769313486232e+308,1,1
60065642,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60065691,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60065691,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60065691,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60065691,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60065711,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60065711,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60065711,2,2,3,2,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066011,3,1,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60066011,2,2,2,1,1,3,1.79769313486232e+308,2,1.79769313486232e+308
60066011,6,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60066011,4,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60066011,1,1,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60066011,5,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60066071,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60066071,2,2,2,1,1,3,1.79769313486232e+308,3,1.79769313486232e+308
60066071,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60066071,1,1,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60066081,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066081,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,3,1.79769313486232e+308
60066261,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066261,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,3
60066261,3,2,5,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60066491,2,1,2,1,1,3,1.79769313486232e+308,3,1.79769313486232e+308
60066491,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60066491,1,2,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60066491,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1
60066491,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60066521,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60066521,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066521,4,2,7,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60066521,5,2,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60066521,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066521,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60066521,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066521,4,2,7,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60066521,5,2,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60066521,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066761,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60066761,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066781,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,4
60066781,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066781,4,2,5,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60066781,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066831,3,1,5,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60066831,4,1,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60066831,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066831,1,2,1,1.79769313486232e+308,1.79769313486232e+308,1,3,3,1.79769313486232e+308
60066891,4,2,14,1,3,3,1.79769313486232e+308,3,1.79769313486232e+308
60066891,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60066891,5,2,9,1.79769313486232e+308,1.79769313486232e+308,1,3,1,4
60066891,3,1,4,1,4,2,1.79769313486232e+308,1,2
60066891,2,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60066911,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066911,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066911,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60066911,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60066911,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066911,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066911,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60066911,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60066921,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60066921,2,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60066961,8,2,8,1,7,2,1.79769313486232e+308,2,1.79769313486232e+308
60066961,4,2,8,1,3,2,1.79769313486232e+308,2,1.79769313486232e+308
60066961,2,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60066961,5,2,4,1.79769313486232e+308,1.79769313486232e+308,1,3,1,4
60066961,9,1,4,1.79769313486232e+308,1.79769313486232e+308,1,7,1,8
60066961,6,2,4,1.79769313486232e+308,1.79769313486232e+308,1,3,1,4
60066961,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60066961,7,1,3,1,8,3,1.79769313486232e+308,1,1
60066961,3,1,3,1,4,3,1.79769313486232e+308,1,1
60066961,10,1,4,1.79769313486232e+308,1.79769313486232e+308,1,7,1,8
60066991,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066991,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60066991,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60067061,7,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60067061,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60067061,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60067061,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60067061,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067061,6,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60067061,5,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067061,7,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60067061,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60067061,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60067061,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60067061,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067061,6,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60067061,5,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067081,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067081,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60067081,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60067081,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60067211,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067211,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60067401,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60067401,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067521,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067521,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60067631,4,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60067631,1,1,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60067631,3,1,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60067631,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60067631,2,2,2,1,1,3,1.79769313486232e+308,2,1.79769313486232e+308
60067681,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067681,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60067681,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60067681,4,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067681,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067681,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60067681,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60067681,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
