idf,id,sexo, parentescoJefe,conyugue,conyugueNo,padre,padreNo,madre,madreNo
60029621,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029621,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60029621,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60029621,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029621,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029621,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60029621,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60029621,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029631,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60029631,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029631,3,2,14,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60029631,4,1,14,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60029631,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60029631,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029631,3,2,14,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60029631,4,1,14,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60029641,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029641,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60029721,3,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60029721,2,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60029721,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60029721,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60029721,5,1,7,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60029751,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029751,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029751,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60029811,4,2,14,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60029811,3,2,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,3,1.79769313486232e+308
60029811,2,2,2,1,1,2,1.79769313486232e+308,3,1.79769313486232e+308
60029811,1,1,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308
60029881,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,4
60029881,3,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60029881,4,2,5,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60029881,2,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60029941,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029941,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60029941,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029971,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029971,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60029971,5,1,8,1,4,2,1.79769313486232e+308,2,1.79769313486232e+308
60029971,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60029971,4,2,3,1,5,2,1.79769313486232e+308,1,1
60030061,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030061,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60030081,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60030081,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030081,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030091,7,2,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60030091,4,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60030091,1,1,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60030091,2,2,2,1,1,3,1.79769313486232e+308,3,1.79769313486232e+308
60030091,6,1,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60030091,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60030091,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60030091,7,2,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60030091,4,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60030091,1,1,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60030091,2,2,2,1,1,3,1.79769313486232e+308,3,1.79769313486232e+308
60030091,6,1,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60030091,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60030091,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60030121,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030121,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60030181,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030181,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030181,4,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030181,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60030321,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030321,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,3,1.79769313486232e+308
60030321,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030321,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030321,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,3,1.79769313486232e+308
60030321,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030381,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030381,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60030381,4,2,9,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60030381,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030391,4,1,3,1.79769313486232e+308,1.79769313486232e+308,1,1,3,1.79769313486232e+308
60030391,2,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,3,1.79769313486232e+308
60030391,3,2,4,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,2
60030391,1,1,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60030411,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030411,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030411,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60030461,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60030461,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030461,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030461,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60030461,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60030461,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030461,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030461,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60030471,5,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030471,4,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030471,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60030471,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030471,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030481,6,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60030481,4,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60030481,2,2,2,1,1,3,1.79769313486232e+308,3,1.79769313486232e+308
60030481,1,1,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60030481,5,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60030481,3,1,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60030521,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030521,4,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030521,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60030521,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030671,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030671,7,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,6
60030671,6,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030671,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030671,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030671,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030671,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60030671,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030671,7,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,6
60030671,6,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030671,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030671,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030671,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030671,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60030671,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030671,7,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,6
60030671,6,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030671,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030671,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030671,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030671,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60030751,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60030751,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030751,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030771,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60030771,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60030771,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030951,2,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60030951,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60030951,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60030951,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60031011,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031011,4,2,14,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031011,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031011,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031031,5,1,8,1,4,2,1.79769313486232e+308,2,1.79769313486232e+308
60031031,4,2,3,1,5,2,1.79769313486232e+308,1,1
60031031,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60031031,2,2,3,2,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031031,8,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,3,1.79769313486232e+308
60031031,6,1,4,1.79769313486232e+308,1.79769313486232e+308,1,5,1,4
60031031,7,1,4,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60031031,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60031071,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031071,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031071,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031071,4,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031101,5,1,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60031101,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031101,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031101,4,2,7,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031101,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031101,5,1,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60031101,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031101,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031101,4,2,7,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031101,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031331,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60031331,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031331,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031411,7,2,4,1.79769313486232e+308,1.79769313486232e+308,1,4,1,3
60031411,8,2,4,1.79769313486232e+308,1.79769313486232e+308,1,4,1,3
60031411,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031411,4,1,8,1,3,2,1.79769313486232e+308,2,1.79769313486232e+308
60031411,6,2,4,1.79769313486232e+308,1.79769313486232e+308,1,4,1,3
60031411,5,2,4,1.79769313486232e+308,1.79769313486232e+308,1,4,1,3
60031411,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031411,3,2,3,1,4,2,1.79769313486232e+308,1,1
60031621,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60031621,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031621,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031641,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031641,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031711,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60031711,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031711,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031731,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031731,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031791,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031791,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60031861,5,2,8,1,4,2,1.79769313486232e+308,2,1.79769313486232e+308
60031861,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031861,7,1,4,1.79769313486232e+308,1.79769313486232e+308,1,4,1,5
60031861,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60031861,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60031861,6,1,4,1.79769313486232e+308,1.79769313486232e+308,1,4,1,5
60031861,4,1,3,1,5,2,1.79769313486232e+308,1,1
60032001,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60032001,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60032113,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60032113,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,3,1.79769313486232e+308
60032131,1,1,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308
60032131,2,2,2,1,1,2,1.79769313486232e+308,2,1.79769313486232e+308
60032131,3,2,14,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60032131,4,1,14,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60032161,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60032161,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60032161,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60032161,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60032161,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60032161,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60032161,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60032161,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60032231,5,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60032231,2,2,2,1,1,3,1.79769313486232e+308,3,1.79769313486232e+308
60032231,1,1,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60032231,6,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60032231,4,1,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60032231,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60032271,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60032271,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60032271,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60032301,3,2,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60032301,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
