"ORDEN","P6020","P6051","P5502","P6071","P6071S1","P6081","P6081S1","P6083","P6083S1","LLAVEHOG"
3,1,3,5,0,0,1,1,1,2,"60077151"
4,1,3,0,0,0,1,1,1,2,"60077151"
5,1,3,0,0,0,1,1,1,2,"60077151"
1,1,1,2,1,2,2,0,2,0,"60077161"
2,2,2,2,1,1,3,0,1,6,"60077161"
3,2,3,5,0,0,2,0,1,2,"60077161"
4,2,3,0,0,0,2,0,1,2,"60077161"
5,1,3,0,0,0,1,1,1,2,"60077161"
6,2,6,3,0,0,2,0,2,0,"60077161"
1,2,1,2,1,2,2,0,2,0,"60077171"
2,1,2,2,1,1,2,0,3,0,"60077171"
3,2,3,5,0,0,1,2,2,0,"60077171"
4,1,3,5,0,0,1,2,2,0,"60077171"
5,2,3,0,0,0,1,2,1,1,"60077171"
1,2,1,2,1,2,3,0,2,0,"60077181"
2,1,2,2,1,1,3,0,2,0,"60077181"
3,2,3,5,0,0,1,2,1,1,"60077181"
4,2,3,0,0,0,1,2,1,1,"60077181"
1,1,1,2,1,2,3,0,3,0,"60077221"
2,2,2,2,1,1,3,0,1,3,"60077221"
3,2,6,3,0,0,3,0,3,0,"60077221"
1,2,1,2,2,0,2,0,2,0,"60077231"
2,1,3,0,0,0,2,0,1,1,"60077231"
3,2,3,0,0,0,2,0,1,1,"60077231"
4,1,3,0,0,0,2,0,1,1,"60077231"
1,2,1,4,0,0,3,0,3,0,"60077241"
2,2,3,5,0,0,2,0,1,1,"60077241"
1,2,1,1,1,2,3,0,2,0,"60077251"
2,1,2,1,1,1,3,0,3,0,"60077251"
1,1,1,4,0,0,2,0,2,0,"60077261"
1,1,1,5,0,0,2,0,1,2,"60077271"
2,2,5,4,0,0,3,0,3,0,"60077271"
1,2,1,4,0,0,3,0,2,0,"60077281"
2,2,4,0,0,0,2,0,2,0,"60077281"
1,1,1,2,1,2,2,0,2,0,"60077291"
2,2,2,2,1,1,2,0,2,0,"60077291"
3,1,3,0,0,0,1,1,1,2,"60077291"
4,2,3,0,0,0,1,1,1,2,"60077291"
5,1,9,5,0,0,2,0,2,0,"60077291"
6,1,9,5,0,0,2,0,2,0,"60077291"
1,1,1,2,1,2,3,0,2,0,"60077301"
2,2,2,2,1,1,2,0,3,0,"60077301"
3,1,3,0,0,0,1,1,1,2,"60077301"
4,2,3,2,1,5,1,1,1,2,"60077301"
5,1,14,2,1,4,2,0,2,0,"60077301"
6,2,4,0,0,0,1,5,1,4,"60077301"
1,1,1,2,1,2,3,0,3,0,"60077311"
2,2,2,2,1,1,3,0,3,0,"60077311"
3,2,3,6,1,4,1,1,1,2,"60077311"
4,1,8,6,1,3,2,0,2,0,"60077311"
5,1,4,0,0,0,1,4,1,3,"60077311"
6,1,4,0,0,0,1,4,1,3,"60077311"
1,1,1,6,1,2,2,0,3,0,"60077321"
2,2,2,6,1,1,3,0,2,0,"60077321"
3,1,3,5,0,0,1,1,1,2,"60077321"
4,1,3,0,0,0,1,1,1,2,"60077321"
5,2,3,0,0,0,1,1,1,2,"60077321"
1,1,1,2,1,2,3,0,3,0,"60077331"
2,2,2,2,1,1,3,0,3,0,"60077331"
3,2,3,5,0,0,1,1,1,2,"60077331"
4,2,3,0,0,0,1,1,1,2,"60077331"
5,2,3,0,0,0,1,1,1,2,"60077331"
1,1,1,2,1,2,2,0,2,0,"60077341"
2,2,2,2,1,1,2,0,3,0,"60077341"
3,1,3,5,0,0,1,1,1,2,"60077341"
4,2,3,0,0,0,1,1,1,2,"60077341"
5,2,3,0,0,0,1,1,1,2,"60077341"
6,2,3,0,0,0,1,1,1,2,"60077341"
1,1,1,2,1,2,2,0,3,0,"60077351"
2,2,2,2,1,1,2,0,3,0,"60077351"
3,1,3,5,0,0,1,1,1,2,"60077351"
4,2,3,5,0,0,1,1,1,2,"60077351"
5,2,3,0,0,0,1,1,1,2,"60077351"
1,1,1,2,1,2,3,0,2,0,"60077361"
2,2,2,2,1,1,2,0,2,0,"60077361"
1,1,1,1,1,2,2,0,3,0,"60077431"
2,2,2,1,1,1,2,0,2,0,"60077431"
1,2,1,4,0,0,2,0,2,0,"60077441"
2,1,3,5,0,0,2,0,1,1,"60077441"
1,2,1,3,0,0,3,0,3,0,"60077501"
2,2,3,5,0,0,3,0,1,1,"60077501"
1,2,1,2,2,0,3,0,3,0,"60077521"
2,1,3,0,0,0,2,0,1,1,"60077521"
1,1,1,4,0,0,2,0,2,0,"60077531"
1,2,1,4,0,0,2,0,2,0,"60077581"
2,2,3,5,0,0,2,0,1,1,"60077581"
3,2,3,5,0,0,2,0,1,1,"60077581"
1,1,1,4,0,0,3,0,1,2,"60077591"
2,2,5,4,0,0,3,0,3,0,"60077591"
1,1,1,2,1,2,3,0,2,0,"60077641"
2,2,2,2,1,1,2,0,2,0,"60077641"
3,1,3,5,0,0,1,1,1,2,"60077641"
4,1,3,0,0,0,1,1,1,2,"60077641"
5,1,3,0,0,0,1,1,1,2,"60077641"
1,1,1,4,0,0,3,0,3,0,"60077721"
1,2,1,4,0,0,3,0,3,0,"60077771"
1,1,1,6,1,2,3,0,3,0,"60077781"
2,2,2,6,1,1,3,0,3,0,"60077781"
1,1,1,6,1,2,2,0,2,0,"60078121"
2,2,2,6,1,1,2,0,2,0,"60078121"
3,1,3,5,0,0,1,1,1,2,"60078121"
1,1,1,2,1,2,2,0,2,0,"60078131"
2,2,2,2,1,1,2,0,2,0,"60078131"
3,1,3,5,0,0,1,1,1,2,"60078131"
4,1,3,0,0,0,1,1,1,2,"60078131"
1,2,1,6,1,2,3,0,3,0,"60078141"
2,1,2,6,1,1,3,0,3,0,"60078141"
3,2,4,5,0,0,2,0,2,0,"60078141"
4,2,4,0,0,0,2,0,2,0,"60078141"
1,1,1,2,1,2,3,0,3,0,"60078151"
2,2,2,2,1,1,3,0,2,0,"60078151"
1,1,1,6,1,2,3,0,3,0,"60078161"
2,2,2,6,1,1,3,0,3,0,"60078161"
3,2,4,5,0,0,2,0,3,0,"60078161"
1,1,1,2,1,2,3,0,3,0,"60078201"
2,2,2,2,1,1,2,0,2,0,"60078201"
3,1,4,5,0,0,2,0,2,0,"60078201"
1,1,1,2,1,2,3,0,3,0,"60078211"
2,2,2,2,1,1,3,0,3,0,"60078211"
3,1,3,5,0,0,1,1,1,2,"60078211"
4,1,4,5,0,0,2,0,2,0,"60078211"
5,2,5,3,0,0,3,0,3,0,"60078211"
1,1,1,2,1,2,3,0,2,0,"60078221"
2,2,2,2,1,1,2,0,2,0,"60078221"
3,2,3,5,0,0,1,1,1,2,"60078221"
4,1,3,5,0,0,1,1,1,2,"60078221"
5,1,3,0,0,0,1,1,1,2,"60078221"
6,2,3,0,0,0,1,1,1,2,"60078221"
1,1,1,2,1,2,2,0,2,0,"60078251"
2,2,2,2,1,1,2,0,2,0,"60078251"
3,2,3,0,0,0,1,1,1,2,"60078251"
1,2,1,4,0,0,3,0,3,0,"60078271"
2,1,3,5,0,0,2,0,1,1,"60078271"
1,2,1,4,0,0,2,0,2,0,"60078281"
2,2,3,5,0,0,2,0,1,1,"60078281"
3,1,3,5,0,0,2,0,1,1,"60078281"
4,1,3,0,0,0,2,0,1,1,"60078281"
1,1,1,6,1,2,2,0,2,0,"60078291"
2,2,2,6,1,1,2,0,2,0,"60078291"
3,1,4,5,0,0,2,0,2,0,"60078291"
1,1,1,2,2,0,3,0,2,0,"60078301"
2,1,3,5,0,0,1,1,2,0,"60078301"
1,1,1,6,1,2,2,0,2,0,"60078311"
2,2,2,6,1,1,2,0,2,0,"60078311"
3,2,3,5,0,0,1,1,1,2,"60078311"
4,2,3,5,0,0,1,1,1,2,"60078311"
5,1,3,5,0,0,1,1,1,2,"60078311"
6,2,3,5,0,0,1,1,1,2,"60078311"
1,1,1,2,1,2,2,0,2,0,"60078321"
2,2,2,2,1,1,2,0,2,0,"60078321"
3,2,3,0,0,0,1,1,1,2,"60078321"
4,2,3,0,0,0,1,1,1,2,"60078321"
1,1,1,6,1,2,3,0,3,0,"60078341"
2,2,2,6,1,1,3,0,3,0,"60078341"
3,1,3,5,0,0,1,1,1,2,"60078341"
1,1,1,6,1,2,2,0,2,0,"60078351"
2,2,2,6,1,1,2,0,2,0,"60078351"
3,2,3,5,0,0,2,0,1,2,"60078351"
4,1,3,0,0,0,1,1,1,2,"60078351"
5,1,3,0,0,0,1,1,1,2,"60078351"
1,1,1,2,1,2,2,0,3,0,"60078421"
2,2,2,2,1,1,2,0,2,0,"60078421"
3,2,9,5,0,0,2,0,2,0,"60078421"
1,2,1,2,1,2,3,0,2,0,"60078721"
2,1,2,2,1,1,3,0,3,0,"60078721"
3,2,3,5,0,0,2,0,1,1,"60078721"
4,2,3,4,0,0,2,0,1,1,"60078721"
5,2,4,0,0,0,2,0,1,4,"60078721"
1,2,1,5,0,0,3,0,3,0,"60078731"
2,1,3,5,0,0,2,0,1,1,"60078731"
3,1,3,5,0,0,2,0,1,1,"60078731"
4,1,3,5,0,0,2,0,1,1,"60078731"
5,2,3,2,1,6,2,0,1,1,"60078731"
6,1,14,2,1,5,2,0,2,0,"60078731"
7,2,4,0,0,0,1,6,1,5,"60078731"
1,2,1,4,0,0,2,0,2,0,"60078761"
2,2,3,0,0,0,2,0,1,1,"60078761"
1,2,1,4,0,0,2,0,2,0,"60078771"
1,1,1,2,1,2,3,0,3,0,"60078781"
2,2,2,2,1,1,2,0,2,0,"60078781"
1,1,1,2,1,2,2,0,2,0,"60078791"
2,2,2,2,1,1,2,0,2,0,"60078791"
3,2,3,0,0,0,1,1,1,2,"60078791"
1,2,1,4,0,0,2,0,2,0,"60078801"
2,2,3,0,0,0,2,0,1,1,"60078801"
1,2,1,4,0,0,2,0,2,0,"60078811"
2,1,3,5,0,0,2,0,1,1,"60078811"
3,2,3,5,0,0,2,0,1,1,"60078811"
4,1,3,0,0,0,2,0,1,1,"60078811"
1,2,1,2,1,2,2,0,2,0,"60078821"
2,1,2,2,1,1,2,0,2,0,"60078821"
3,2,3,5,0,0,2,0,1,1,"60078821"
4,1,4,0,0,0,2,0,2,0,"60078821"
1,2,1,3,0,0,3,0,3,0,"60078831"
2,2,3,5,0,0,3,0,1,1,"60078831"
1,2,1,4,0,0,2,0,2,0,"60078841"
2,2,3,5,0,0,2,0,1,1,"60078841"
3,2,3,5,0,0,2,0,1,1,"60078841"
1,1,1,1,1,2,2,0,2,0,"60078851"
2,2,2,1,1,1,2,0,2,0,"60078851"
1,2,1,5,0,0,2,0,2,0,"60078861"
1,2,1,1,1,2,2,0,2,0,"60078871"
2,1,2,1,1,1,2,0,2,0,"60078871"
3,2,3,5,0,0,2,0,1,1,"60078871"
4,1,3,0,0,0,2,0,1,1,"60078871"
1,2,1,2,1,2,2,0,2,0,"60078881"
2,1,2,2,1,1,3,0,3,0,"60078881"
3,1,3,0,0,0,1,2,1,1,"60078881"
4,1,3,0,0,0,1,2,1,1,"60078881"
5,1,3,0,0,0,1,2,1,1,"60078881"
1,2,1,3,0,0,3,0,3,0,"60078891"
2,1,3,4,0,0,3,0,1,1,"60078891"
1,2,1,4,0,0,3,0,2,0,"60078901"
2,2,4,0,0,0,2,0,2,0,"60078901"
1,2,1,3,0,0,3,0,3,0,"60078911"
2,2,4,5,0,0,2,0,2,0,"60078911"
3,1,4,0,0,0,2,0,2,0,"60078911"
1,1,1,2,1,2,2,0,2,0,"60078921"
2,2,2,2,1,1,2,0,2,0,"60078921"
3,2,3,0,0,0,1,1,1,2,"60078921"
4,2,3,1,1,5,2,0,1,2,"60078921"
5,1,8,1,1,4,2,0,2,0,"60078921"
6,1,4,0,0,0,1,5,1,4,"60078921"
1,2,1,2,1,2,3,0,3,0,"60078931"
2,1,2,2,1,1,3,0,3,0,"60078931"
1,1,1,2,1,2,3,0,3,0,"60078941"
2,2,2,2,1,1,3,0,3,0,"60078941"
1,1,1,6,1,2,3,0,3,0,"60078951"
2,2,2,6,1,1,3,0,3,0,"60078951"
1,2,1,5,0,0,2,0,2,0,"60078961"
1,1,1,4,0,0,3,0,1,2,"60078971"
2,2,5,3,0,0,3,0,3,0,"60078971"
1,1,1,1,1,2,3,0,3,0,"60078981"
2,2,2,1,1,1,2,0,2,0,"60078981"
1,1,1,6,1,2,2,0,2,0,"60079001"
2,2,2,6,1,1,3,0,2,0,"60079001"
3,1,3,5,0,0,1,1,1,2,"60079001"
1,2,1,6,1,2,3,0,3,0,"60079011"
2,1,2,6,1,1,3,0,3,0,"60079011"
1,2,1,3,0,0,3,0,2,0,"60079021"
2,1,3,5,0,0,2,0,1,1,"60079021"
1,2,1,6,1,2,3,0,2,0,"60079031"
2,1,2,6,1,1,3,0,2,0,"60079031"
3,2,3,6,1,4,1,2,1,1,"60079031"
4,1,8,6,1,3,2,0,2,0,"60079031"
5,1,4,0,0,0,1,4,1,3,"60079031"
6,1,4,0,0,0,1,4,1,3,"60079031"
1,2,1,5,0,0,2,0,2,0,"60079051"
1,1,1,4,0,0,3,0,3,0,"60079061"
1,2,1,6,2,0,2,0,2,0,"60079071"
2,2,3,5,0,0,2,0,1,1,"60079071"
1,1,1,6,1,2,3,0,3,0,"60079081"
2,2,2,6,1,1,3,0,3,0,"60079081"
1,1,1,6,1,2,3,0,3,0,"60079091"
2,2,2,6,1,1,2,0,2,0,"60079091"
3,1,3,5,0,0,1,1,1,2,"60079091"
1,1,1,2,1,2,2,0,2,0,"60079101"
2,2,2,2,1,1,2,0,2,0,"60079101"
3,2,3,0,0,0,1,1,1,2,"60079101"
4,2,3,0,0,0,1,1,1,2,"60079101"
1,1,1,4,0,0,3,0,3,0,"60079111"
2,1,3,5,0,0,1,1,2,0,"60079111"
1,1,1,2,1,2,2,0,2,0,"60079131"
2,2,2,2,1,1,3,0,3,0,"60079131"
3,1,3,5,0,0,1,1,1,2,"60079131"
1,1,1,5,0,0,2,0,2,0,"60079141"
1,1,1,6,1,2,2,0,2,0,"60079151"
2,2,2,6,1,1,3,0,2,0,"60079151"
3,1,3,5,0,0,1,1,1,2,"60079151"
4,2,3,5,0,0,1,1,1,2,"60079151"
1,2,1,5,0,0,2,0,3,0,"60079161"
1,2,1,5,0,0,2,0,2,0,"60079171"
1,2,1,3,0,0,3,0,3,0,"60079351"
1,2,1,4,0,0,2,0,3,0,"60079361"
2,1,3,5,0,0,3,0,1,1,"60079361"
1,1,1,4,0,0,3,0,3,0,"60079371"
2,1,3,5,0,0,1,1,2,0,"60079371"
1,1,1,2,1,2,2,0,2,0,"60079381"
2,2,2,2,1,1,2,0,2,0,"60079381"
3,2,3,0,0,0,1,1,1,2,"60079381"
1,1,1,2,1,2,2,0,2,0,"60079391"
2,2,2,2,1,1,2,0,2,0,"60079391"
3,2,3,0,0,0,1,1,1,2,"60079391"
1,1,1,2,1,2,2,0,2,0,"60079401"
2,2,2,2,1,1,2,0,2,0,"60079401"
3,1,3,0,0,0,2,0,1,2,"60079401"
1,2,1,3,0,0,3,0,3,0,"60079421"
2,1,3,5,0,0,3,0,1,1,"60079421"
3,1,3,5,0,0,3,0,1,1,"60079421"
1,1,1,2,1,2,3,0,2,0,"60079431"
2,2,2,2,1,1,2,0,2,0,"60079431"
3,1,3,5,0,0,2,0,1,2,"60079431"
1,1,1,6,1,2,3,0,3,0,"60079511"
2,2,2,6,1,1,2,0,2,0,"60079511"
3,2,3,5,0,0,1,1,1,2,"60079511"
1,2,1,3,0,0,3,0,3,0,"60079521"
2,1,3,4,0,0,3,0,1,1,"60079521"
1,2,1,4,0,0,3,0,2,0,"60079531"
1,1,1,4,0,0,3,0,2,0,"60079551"
1,2,1,2,1,2,3,0,2,0,"60079561"
2,1,2,2,1,1,2,0,2,0,"60079561"
3,1,3,5,0,0,1,2,1,1,"60079561"
4,1,3,5,0,0,1,2,1,1,"60079561"
5,2,4,0,0,0,2,0,2,0,"60079561"
6,1,4,0,0,0,2,0,2,0,"60079561"
1,1,1,6,1,2,3,0,3,0,"60079571"
2,2,2,6,1,1,2,0,1,4,"60079571"
3,2,3,5,0,0,1,1,1,2,"60079571"
4,2,6,4,0,0,3,0,3,0,"60079571"
1,1,1,6,1,2,3,0,3,0,"60079591"
2,2,2,6,1,1,3,0,3,0,"60079591"
1,1,1,6,1,2,3,0,3,0,"60079641"
2,2,2,6,1,1,3,0,3,0,"60079641"
3,1,3,4,0,0,1,1,1,2,"60079641"
4,2,3,4,0,0,1,1,1,2,"60079641"
5,2,4,5,0,0,2,0,1,4,"60079641"
1,1,1,6,1,2,3,0,3,0,"60079661"
2,2,2,6,1,1,1,3,3,0,"60079661"
3,1,5,3,0,0,3,0,3,0,"60079661"
4,2,10,5,0,0,2,0,2,0,"60079661"
1,2,1,6,2,0,2,0,2,0,"60079671"
2,2,3,0,0,0,2,0,1,1,"60079671"
3,1,3,0,0,0,2,0,1,1,"60079671"
4,2,9,6,2,0,3,0,3,0,"60079671"
5,1,9,5,0,0,2,0,1,4,"60079671"
6,1,9,5,0,0,2,0,1,4,"60079671"
1,1,1,6,1,2,3,0,2,0,"60079681"
2,2,2,6,1,1,2,0,2,0,"60079681"
3,1,3,5,0,0,1,1,1,2,"60079681"
4,2,3,5,0,0,1,1,1,2,"60079681"
5,2,10,5,0,0,3,0,2,0,"60079681"
6,2,11,0,0,0,2,0,1,5,"60079681"
1,1,1,6,1,2,3,0,3,0,"60079691"
2,2,2,6,1,1,2,0,2,0,"60079691"
3,2,3,0,0,0,1,1,1,2,"60079691"
1,1,1,5,0,0,2,0,2,0,"60079711"
2,1,7,5,0,0,2,0,2,0,"60079711"
3,1,12,4,0,0,3,0,3,0,"60079711"
1,1,1,6,1,2,3,0,3,0,"60079751"
2,2,2,6,1,1,2,0,2,0,"60079751"
3,1,3,5,0,0,2,0,1,2,"60079751"
1,1,1,2,1,2,3,0,3,0,"60079791"
2,2,2,2,1,1,3,0,2,0,"60079791"
3,1,3,4,0,0,1,1,2,0,"60079791"
4,2,3,5,0,0,1,1,1,2,"60079791"
5,2,4,0,0,0,2,0,1,4,"60079791"
1,1,1,2,1,2,2,0,3,0,"60079811"
2,2,2,2,1,1,3,0,3,0,"60079811"
3,1,3,5,0,0,1,1,1,2,"60079811"
4,2,3,5,0,0,1,1,1,2,"60079811"
5,1,4,0,0,0,2,0,2,0,"60079811"
1,2,1,2,1,2,3,0,2,0,"60079831"
2,1,2,2,1,1,2,0,2,0,"60079831"
1,1,1,2,1,2,3,0,2,0,"60079851"
2,2,2,2,1,1,3,0,3,0,"60079851"
3,1,3,5,0,0,2,0,1,2,"60079851"
4,1,3,5,0,0,1,1,1,2,"60079851"
5,1,3,0,0,0,1,1,1,2,"60079851"
1,2,1,2,1,2,2,0,2,0,"60079861"
2,1,2,2,1,1,2,0,2,0,"60079861"
1,2,1,4,0,0,3,0,3,0,"60079881"
2,1,3,5,0,0,2,0,1,1,"60079881"
3,1,9,1,2,0,2,0,2,0,"60079881"
1,2,1,5,0,0,3,0,2,0,"60079901"
1,1,1,6,1,2,2,0,2,0,"60079911"
2,2,2,6,1,1,2,0,2,0,"60079911"
1,1,1,2,1,2,3,0,2,0,"60079921"
2,2,2,2,1,1,3,0,1,3,"60079921"
3,2,6,3,0,0,3,0,3,0,"60079921"
1,2,1,4,0,0,1,4,3,0,"60079931"
2,1,3,5,0,0,2,0,1,1,"60079931"
3,2,3,5,0,0,2,0,1,1,"60079931"
4,1,5,3,0,0,3,0,3,0,"60079931"
1,2,1,5,0,0,2,0,1,2,"60079941"
2,2,5,4,0,0,3,0,3,0,"60079941"
3,1,7,5,0,0,2,0,1,2,"60079941"
1,1,1,6,1,2,3,0,3,0,"60079951"
2,2,2,6,1,1,3,0,2,0,"60079951"
1,2,1,2,2,0,3,0,3,0,"60079961"
2,1,3,5,0,0,2,0,1,1,"60079961"
3,1,3,5,0,0,2,0,1,1,"60079961"
1,2,1,6,2,0,3,0,3,0,"60079971"
2,2,3,4,0,0,2,0,1,1,"60079971"
3,2,4,5,0,0,2,0,1,2,"60079971"
4,1,3,5,0,0,2,0,1,1,"60079971"
1,2,1,4,0,0,2,0,2,0,"60079981"
2,2,3,5,0,0,2,0,1,1,"60079981"
1,2,1,3,0,0,3,0,3,0,"60079991"
2,1,3,2,1,3,3,0,1,1,"60079991"
3,2,8,2,1,2,3,0,2,0,"60079991"
4,2,4,0,0,0,1,2,1,3,"60079991"
1,2,1,6,2,0,2,0,2,0,"60080001"
2,2,3,5,0,0,2,0,1,1,"60080001"
3,2,3,5,0,0,2,0,1,1,"60080001"
1,2,1,5,0,0,2,0,2,0,"60080011"
2,2,3,0,0,0,2,0,1,1,"60080011"
3,2,7,5,0,0,2,0,2,0,"60080011"
1,2,1,5,0,0,2,0,2,0,"60080031"
1,2,1,6,1,2,2,0,2,0,"60080041"
2,1,2,6,1,1,2,0,2,0,"60080041"
1,2,1,6,2,0,3,0,3,0,"60080071"
1,1,1,5,0,0,2,0,2,0,"60080121"
2,1,3,5,0,0,1,1,2,0,"60080121"
1,1,1,2,1,2,2,0,2,0,"60080131"
2,2,2,2,1,1,2,0,2,0,"60080131"
3,1,3,5,0,0,1,1,1,2,"60080131"
4,2,3,0,0,0,1,1,1,2,"60080131"
1,1,1,4,0,0,3,0,3,0,"60080141"
1,1,1,2,1,2,3,0,3,0,"60080151"
2,2,2,2,1,1,3,0,3,0,"60080151"
3,1,4,5,0,0,2,0,2,0,"60080151"
1,2,1,3,0,0,3,0,3,0,"60080161"
2,2,3,5,0,0,3,0,1,1,"60080161"
3,2,4,5,0,0,2,0,1,2,"60080161"
1,1,1,3,0,0,3,0,3,0,"60080171"
1,1,1,2,1,2,3,0,3,0,"60080181"
2,2,2,2,1,1,3,0,3,0,"60080181"
3,2,3,5,0,0,1,1,1,2,"60080181"
4,1,4,0,0,0,2,0,1,3,"60080181"
5,1,3,5,0,0,1,1,1,2,"60080181"
6,2,3,5,0,0,1,1,1,2,"60080181"
1,2,1,4,0,0,3,0,2,0,"60080191"
2,2,3,5,0,0,2,0,1,1,"60080191"
3,2,3,0,0,0,2,0,1,1,"60080191"
1,2,1,4,0,0,2,0,2,0,"60080201"
2,1,3,5,0,0,2,0,1,1,"60080201"
3,1,3,5,0,0,2,0,1,1,"60080201"
4,2,3,0,0,0,2,0,1,1,"60080201"
1,1,1,2,1,2,2,0,2,0,"60080211"
2,2,2,2,1,1,2,0,2,0,"60080211"
3,1,3,0,0,0,1,1,1,2,"60080211"
1,2,1,5,0,0,3,0,2,0,"60080221"
2,2,3,5,0,0,2,0,1,1,"60080221"
1,1,1,2,1,2,3,0,3,0,"60080231"
2,2,2,2,1,1,2,0,2,0,"60080231"
1,2,1,3,0,0,3,0,3,0,"60080241"
2,2,3,4,0,0,3,0,1,1,"60080241"
3,2,3,4,0,0,3,0,1,1,"60080241"
4,2,4,5,0,0,2,0,1,3,"60080241"
5,2,3,4,0,0,3,0,1,1,"60080241"
6,2,4,5,0,0,2,0,1,5,"60080241"
7,2,4,5,0,0,2,0,1,5,"60080241"
1,1,1,6,1,2,2,0,3,0,"60080251"
2,2,2,6,1,1,2,0,3,0,"60080251"
3,1,3,5,0,0,1,1,1,2,"60080251"
4,1,3,0,0,0,1,1,1,2,"60080251"
1,1,1,6,1,2,3,0,2,0,"60080261"
2,2,2,6,1,1,3,0,3,0,"60080261"
1,2,1,5,0,0,2,0,2,0,"60080271"
1,1,1,6,1,2,3,0,3,0,"60080281"
2,2,2,6,1,1,3,0,2,0,"60080281"
3,2,3,5,0,0,1,1,1,2,"60080281"
4,1,4,5,0,0,2,0,1,3,"60080281"
5,1,4,5,0,0,2,0,1,3,"60080281"
6,1,4,0,0,0,2,0,1,3,"60080281"
1,2,1,4,0,0,2,0,2,0,"60080301"
2,1,3,5,0,0,2,0,1,1,"60080301"
3,1,3,5,0,0,2,0,1,1,"60080301"
4,2,3,5,0,0,3,0,1,1,"60080301"
5,1,4,0,0,0,2,0,1,4,"60080301"
6,2,4,0,0,0,2,0,1,4,"60080301"
1,1,1,6,1,2,2,0,2,0,"60080311"
2,2,2,6,1,1,2,0,2,0,"60080311"
1,2,1,4,0,0,3,0,3,0,"60080321"
2,2,3,5,0,0,2,0,1,1,"60080321"
3,2,3,0,0,0,2,0,1,1,"60080321"
4,2,3,0,0,0,2,0,1,1,"60080321"
5,2,3,4,0,0,2,0,1,1,"60080321"
6,2,4,0,0,0,2,0,1,5,"60080321"
7,1,4,0,0,0,2,0,1,5,"60080321"
8,2,3,4,0,0,2,0,1,1,"60080321"
9,1,4,0,0,0,2,0,1,8,"60080321"
1,1,1,6,1,2,3,0,3,0,"60080331"
2,2,2,6,1,1,3,0,3,0,"60080331"
3,2,4,5,0,0,2,0,3,0,"60080331"
4,2,4,5,0,0,2,0,3,0,"60080331"
5,1,4,5,0,0,2,0,3,0,"60080331"
6,2,3,4,0,0,1,1,1,2,"60080331"
1,1,1,5,0,0,2,0,2,0,"60080341"
1,1,1,5,0,0,2,0,1,2,"60080351"
2,2,5,4,0,0,3,0,3,0,"60080351"
1,2,1,3,0,0,3,0,3,0,"60080361"
1,1,1,4,0,0,3,0,3,0,"60080371"
1,1,1,1,1,2,2,0,3,0,"60080381"
2,2,2,1,1,1,3,0,2,0,"60080381"
3,1,3,5,0,0,2,0,1,2,"60080381"
4,1,3,5,0,0,2,0,1,2,"60080381"
1,1,1,2,2,0,3,0,3,0,"60080391"
1,1,1,2,1,2,2,0,2,0,"60080401"
2,2,2,2,1,1,2,0,2,0,"60080401"
1,2,1,4,0,0,2,0,2,0,"60080411"
2,1,3,5,0,0,2,0,1,1,"60080411"
3,1,3,0,0,0,2,0,1,1,"60080411"
1,2,1,2,1,2,2,0,2,0,"60080421"
2,1,2,2,1,1,2,0,3,0,"60080421"
3,1,3,5,0,0,1,2,1,1,"60080421"
4,2,3,5,0,0,1,2,1,1,"60080421"
5,1,3,5,0,0,1,2,1,1,"60080421"
1,2,1,5,0,0,2,0,1,3,"60080431"
2,1,3,0,0,0,2,0,1,1,"60080431"
3,2,5,4,0,0,3,0,3,0,"60080431"
1,2,1,4,0,0,3,0,3,0,"60080441"
2,2,4,5,0,0,2,0,2,0,"60080441"
3,2,9,0,0,0,2,0,1,2,"60080441"
1,1,1,2,1,2,3,0,3,0,"60080451"
2,2,2,2,1,1,2,0,2,0,"60080451"
3,2,3,5,0,0,2,0,1,2,"60080451"
4,1,3,5,0,0,2,0,1,2,"60080451"
1,2,1,4,0,0,3,0,3,0,"60080461"
2,2,3,5,0,0,2,0,1,1,"60080461"
3,2,3,0,0,0,2,0,1,1,"60080461"
1,2,1,3,0,0,3,0,3,0,"60080471"
2,2,3,5,0,0,3,0,1,1,"60080471"
1,1,1,2,1,2,3,0,3,0,"60080481"
2,2,2,2,1,1,2,0,2,0,"60080481"
1,1,1,6,1,2,2,0,2,0,"60080491"
2,2,2,6,1,1,3,0,2,0,"60080491"
3,1,3,5,0,0,1,1,1,2,"60080491"
1,2,1,5,0,0,3,0,2,0,"60080501"
2,1,4,5,0,0,2,0,3,0,"60080501"
3,1,4,5,0,0,2,0,3,0,"60080501"
4,2,5,3,0,0,3,0,3,0,"60080501"
1,2,1,6,2,0,3,0,3,0,"60080511"
2,2,3,5,0,0,2,0,1,1,"60080511"
3,2,3,5,0,0,2,0,1,1,"60080511"
1,1,1,2,1,2,3,0,3,0,"60080521"
2,2,2,2,1,1,3,0,3,0,"60080521"
1,1,1,6,1,2,2,0,2,0,"60080531"
2,2,2,6,1,1,2,0,2,0,"60080531"
3,1,3,5,0,0,1,1,1,2,"60080531"
4,1,3,0,0,0,1,1,1,2,"60080531"
1,1,1,2,1,2,3,0,2,0,"60080541"
2,2,2,2,1,1,3,0,3,0,"60080541"
3,1,3,5,0,0,1,1,1,2,"60080541"
1,1,1,2,1,2,2,0,2,0,"60080561"
2,2,2,2,1,1,2,0,1,5,"60080561"
