"ORDEN","P6020","P6051","P5502","P6071","P6071S1","P6081","P6081S1","P6083","P6083S1","LLAVEHOG"
3,1,3,5,0,0,1,1,1,2,"60080561"
4,2,3,0,0,0,1,1,1,2,"60080561"
5,2,6,4,0,0,3,0,3,0,"60080561"
1,1,1,6,1,2,3,0,3,0,"60080571"
2,2,2,6,1,1,2,0,2,0,"60080571"
3,2,3,0,0,0,1,1,1,2,"60080571"
1,2,1,3,0,0,3,0,3,0,"60080581"
1,1,1,3,0,0,3,0,3,0,"60080591"
2,1,3,1,1,3,1,1,3,0,"60080591"
3,2,8,1,1,2,2,0,2,0,"60080591"
4,2,9,0,0,0,2,0,1,3,"60080591"
1,2,1,3,0,0,3,0,3,0,"60080601"
1,2,1,2,1,2,3,0,3,0,"60080611"
2,1,2,2,1,1,2,0,3,0,"60080611"
3,1,3,5,0,0,2,0,1,1,"60080611"
4,1,4,0,0,0,2,0,2,0,"60080611"
1,1,1,2,1,2,3,0,3,0,"60080621"
2,2,2,2,1,1,3,0,2,0,"60080621"
3,2,3,5,0,0,1,1,1,2,"60080621"
4,1,3,5,0,0,1,1,1,2,"60080621"
1,2,1,5,0,0,2,0,2,0,"60080631"
2,1,3,5,0,0,2,0,1,1,"60080631"
1,2,1,4,0,0,3,0,1,2,"60080641"
2,2,5,3,0,0,3,0,3,0,"60080641"
1,1,1,6,1,2,3,0,3,0,"60080651"
2,2,2,6,1,1,3,0,3,0,"60080651"
1,1,1,6,1,2,2,0,2,0,"60080661"
2,2,2,6,1,1,2,0,2,0,"60080661"
3,1,3,0,0,0,1,1,1,2,"60080661"
1,1,1,6,1,2,2,0,2,0,"60080671"
2,2,2,6,1,1,2,0,2,0,"60080671"
3,1,3,0,0,0,1,1,1,2,"60080671"
1,1,1,2,1,2,3,0,3,0,"60080681"
2,2,2,2,1,1,2,0,2,0,"60080681"
1,1,1,5,0,0,3,0,3,0,"60080691"
2,1,7,5,0,0,3,0,3,0,"60080691"
3,1,7,5,0,0,3,0,3,0,"60080691"
1,1,1,2,1,2,2,0,2,0,"60080701"
2,2,2,2,1,1,2,0,2,0,"60080701"
3,1,3,0,0,0,1,1,1,2,"60080701"
1,2,1,4,0,0,3,0,3,0,"60080711"
2,1,3,4,0,0,3,0,1,1,"60080711"
1,1,1,2,1,2,2,0,2,0,"60080721"
2,2,2,2,1,1,2,0,2,0,"60080721"
3,1,3,0,0,0,1,1,1,2,"60080721"
1,1,1,6,1,2,2,0,2,0,"60080731"
2,2,2,6,1,1,2,0,2,0,"60080731"
1,1,1,4,0,0,3,0,3,0,"60080741"
1,1,1,2,1,2,3,0,3,0,"60080751"
2,2,2,2,1,1,3,0,2,0,"60080751"
3,1,3,5,0,0,2,0,1,2,"60080751"
1,1,1,2,1,2,2,0,2,0,"60080761"
2,2,2,2,1,1,3,0,3,0,"60080761"
3,2,3,5,0,0,1,1,1,2,"60080761"
4,2,3,5,0,0,1,1,1,2,"60080761"
1,1,1,2,1,2,2,0,2,0,"60080771"
2,2,2,2,1,1,2,0,2,0,"60080771"
3,2,3,5,0,0,1,1,1,2,"60080771"
1,2,1,4,0,0,3,0,3,0,"60080781"
1,1,1,6,1,2,3,0,3,0,"60080791"
2,2,2,6,1,1,3,0,3,0,"60080791"
1,2,1,4,0,0,3,0,3,0,"60080801"
1,2,1,6,2,0,3,0,3,0,"60080811"
2,2,4,5,0,0,2,0,2,0,"60080811"
3,2,4,5,0,0,2,0,2,0,"60080811"
4,1,4,0,0,0,2,0,2,0,"60080811"
1,1,1,4,0,0,3,0,2,0,"60080821"
2,1,3,5,0,0,1,1,2,0,"60080821"
3,2,3,5,0,0,1,1,2,0,"60080821"
1,1,1,6,1,2,3,0,3,0,"60080831"
2,2,2,6,1,1,3,0,2,0,"60080831"
3,2,3,4,0,0,1,1,1,2,"60080831"
4,2,4,0,0,0,2,0,1,3,"60080831"
1,1,1,6,1,2,3,0,3,0,"60080841"
2,2,2,6,1,1,2,0,2,0,"60080841"
3,1,3,5,0,0,1,1,1,2,"60080841"
4,1,3,5,0,0,1,1,1,2,"60080841"
1,1,1,2,1,2,3,0,2,0,"60080851"
2,2,2,2,1,1,2,0,2,0,"60080851"
3,1,3,5,0,0,1,1,1,2,"60080851"
1,2,1,4,0,0,3,0,3,0,"60080871"
2,1,9,2,2,0,2,0,2,0,"60080871"
1,2,1,4,0,0,3,0,2,0,"60080891"
2,1,3,5,0,0,3,0,1,1,"60080891"
3,1,7,4,0,0,3,0,2,0,"60080891"
1,1,1,3,0,0,3,0,3,0,"60080901"
1,1,1,6,1,2,2,0,2,0,"60080911"
2,2,2,6,1,1,3,0,2,0,"60080911"
3,2,3,5,0,0,1,1,1,2,"60080911"
4,2,3,5,0,0,1,1,1,2,"60080911"
5,2,3,5,0,0,1,1,1,2,"60080911"
1,1,1,2,1,2,3,0,2,0,"60080921"
2,2,2,2,1,1,2,0,2,0,"60080921"
3,1,3,5,0,0,1,1,1,2,"60080921"
4,1,3,5,0,0,1,1,1,2,"60080921"
5,2,3,0,0,0,1,1,1,2,"60080921"
1,1,1,4,0,0,2,0,3,0,"60080931"
2,1,3,5,0,0,1,1,2,0,"60080931"
1,1,1,4,0,0,2,0,3,0,"60080941"
1,1,1,3,0,0,3,0,3,0,"60080951"
1,1,1,6,1,2,3,0,2,0,"60080961"
2,2,2,6,1,1,2,0,2,0,"60080961"
3,2,3,5,0,0,1,1,1,2,"60080961"
1,1,1,2,1,2,3,0,3,0,"60080971"
2,2,2,2,1,1,3,0,3,0,"60080971"
1,2,1,4,0,0,3,0,3,0,"60080981"
1,1,1,4,0,0,3,0,3,0,"60080991"
1,2,1,3,0,0,3,0,3,0,"60081001"
2,2,4,5,0,0,3,0,2,0,"60081001"
3,2,7,4,0,0,3,0,3,0,"60081001"
1,1,1,2,1,2,2,0,2,0,"60081011"
2,2,2,2,1,1,2,0,2,0,"60081011"
3,1,3,0,0,0,1,1,1,2,"60081011"
1,2,1,3,0,0,3,0,3,0,"60081021"
1,2,1,5,0,0,2,0,2,0,"60081041"
1,1,1,2,1,2,3,0,2,0,"60081051"
2,2,2,2,1,1,3,0,2,0,"60081051"
1,1,1,4,0,0,3,0,2,0,"60081061"
1,1,1,6,1,2,3,0,2,0,"60081071"
2,2,2,6,1,1,2,0,2,0,"60081071"
3,1,3,5,0,0,1,1,1,2,"60081071"
1,2,1,6,1,2,3,0,2,0,"60081081"
2,1,2,6,1,1,3,0,2,0,"60081081"
1,2,1,6,2,0,2,0,2,0,"60081091"
2,1,3,0,0,0,2,0,1,1,"60081091"
3,2,3,0,0,0,2,0,1,1,"60081091"
1,1,1,5,0,0,3,0,2,0,"60081101"
1,2,1,5,0,0,2,0,2,0,"60081111"
1,1,1,1,1,2,3,0,2,0,"60081121"
2,2,2,1,1,1,2,0,2,0,"60081121"
3,2,3,5,0,0,2,0,1,2,"60081121"
1,1,1,6,1,2,2,0,2,0,"60081131"
2,2,2,6,1,1,3,0,3,0,"60081131"
1,2,1,3,0,0,3,0,3,0,"60081151"
2,1,3,4,0,0,3,0,1,1,"60081151"
1,1,1,6,1,2,3,0,3,0,"60081161"
2,2,2,6,1,1,3,0,3,0,"60081161"
1,1,1,2,1,2,3,0,3,0,"60081171"
2,2,2,2,1,1,3,0,3,0,"60081171"
1,2,1,5,0,0,3,0,3,0,"60081181"
1,1,1,6,1,2,3,0,2,0,"60081201"
2,2,2,6,1,1,3,0,2,0,"60081201"
1,2,1,4,0,0,3,0,3,0,"60081231"
2,2,3,4,0,0,2,0,1,1,"60081231"
1,2,1,3,0,0,3,0,3,0,"60081241"
2,1,3,5,0,0,2,0,1,1,"60081241"
1,1,1,6,1,2,3,0,3,0,"60081251"
2,2,2,6,1,1,3,0,3,0,"60081251"
1,1,1,6,1,2,3,0,3,0,"60081261"
2,2,2,6,1,1,3,0,3,0,"60081261"
3,2,3,5,0,0,1,1,1,2,"60081261"
1,1,1,4,0,0,3,0,2,0,"60081271"
1,2,1,3,0,0,3,0,3,0,"60081281"
1,2,1,6,2,0,3,0,3,0,"60081291"
2,1,3,4,0,0,2,0,1,1,"60081291"
3,1,4,5,0,0,1,2,2,0,"60081291"
1,1,1,4,0,0,2,0,2,0,"60081301"
1,1,1,4,0,0,3,0,3,0,"60081311"
1,2,1,5,0,0,3,0,3,0,"60081321"
1,2,1,4,0,0,3,0,3,0,"60081341"
2,1,3,4,0,0,2,0,1,1,"60081341"
3,1,3,2,1,4,3,0,1,1,"60081341"
4,2,8,2,1,3,2,0,2,0,"60081341"
5,2,8,2,2,0,2,0,2,0,"60081341"
6,2,4,0,0,0,2,0,1,5,"60081341"
1,1,1,5,0,0,3,0,3,0,"60081351"
1,2,1,4,0,0,3,0,2,0,"60081371"
2,2,3,5,0,0,2,0,1,1,"60081371"
3,2,4,0,0,0,2,0,1,2,"60081371"
4,1,4,5,0,0,2,0,2,0,"60081371"
5,2,5,3,0,0,3,0,3,0,"60081371"
1,2,1,4,0,0,3,0,3,0,"60081401"
2,2,3,5,0,0,2,0,1,1,"60081401"
3,1,3,0,0,0,2,0,1,1,"60081401"
4,2,3,0,0,0,2,0,1,1,"60081401"
1,2,1,6,1,2,3,0,3,0,"60081411"
2,1,2,6,1,1,3,0,3,0,"60081411"
3,1,3,5,0,0,1,2,1,1,"60081411"
1,1,1,6,1,2,2,0,2,0,"60081431"
2,2,2,6,1,1,2,0,2,0,"60081431"
3,1,3,5,0,0,1,1,1,2,"60081431"
1,1,1,4,0,0,3,0,2,0,"60081441"
1,2,1,5,0,0,3,0,3,0,"60081451"
2,1,7,5,0,0,3,0,3,0,"60081451"
3,1,7,5,0,0,3,0,3,0,"60081451"
4,1,9,2,1,5,1,3,1,7,"60081451"
5,2,14,2,1,4,2,0,3,0,"60081451"
6,1,9,0,0,0,1,4,1,5,"60081451"
7,2,14,2,2,0,3,0,3,0,"60081451"
8,1,9,5,0,0,2,0,2,0,"60081451"
1,2,1,4,0,0,3,0,2,0,"60081471"
2,2,3,5,0,0,2,0,1,1,"60081471"
3,1,3,5,0,0,2,0,1,1,"60081471"
1,2,1,1,1,2,2,0,3,0,"60081491"
2,1,2,1,1,1,3,0,2,0,"60081491"
3,2,3,2,1,4,2,0,1,1,"60081491"
4,1,8,2,1,3,2,0,2,0,"60081491"
1,2,1,3,0,0,3,0,3,0,"60081501"
1,1,1,2,1,2,2,0,2,0,"60081511"
2,2,2,2,1,1,3,0,2,0,"60081511"
3,1,3,5,0,0,1,1,1,2,"60081511"
1,2,1,4,0,0,3,0,2,0,"60081521"
2,1,3,5,0,0,2,0,1,1,"60081521"
3,2,3,5,0,0,2,0,1,1,"60081521"
4,1,3,0,0,0,2,0,1,1,"60081521"
1,1,1,6,1,2,3,0,2,0,"60081531"
2,2,2,6,1,1,1,6,2,0,"60081531"
3,2,3,5,0,0,1,1,1,2,"60081531"
4,2,3,5,0,0,1,1,1,2,"60081531"
5,1,3,0,0,0,1,1,1,2,"60081531"
6,1,6,2,2,0,3,0,3,0,"60081531"
1,1,1,5,0,0,3,0,3,0,"60081541"
1,2,1,4,0,0,2,0,2,0,"60081551"
2,2,3,5,0,0,2,0,1,1,"60081551"
3,1,3,0,0,0,2,0,1,1,"60081551"
1,1,1,2,2,0,2,0,2,0,"60081561"
1,2,1,4,0,0,3,0,3,0,"60081571"
2,2,3,5,0,0,2,0,1,1,"60081571"
1,1,1,2,1,2,3,0,3,0,"60081591"
2,2,2,2,1,1,3,0,2,0,"60081591"
3,1,3,5,0,0,1,1,1,2,"60081591"
4,1,3,5,0,0,1,1,1,2,"60081591"
5,2,3,5,0,0,1,1,1,2,"60081591"
6,2,3,0,0,0,1,1,1,2,"60081591"
1,1,1,6,1,2,3,0,3,0,"60081611"
2,2,2,6,1,1,3,0,3,0,"60081611"
3,1,3,5,0,0,1,1,1,2,"60081611"
4,2,3,5,0,0,1,1,1,2,"60081611"
1,1,1,6,1,2,3,0,3,0,"60081621"
2,2,2,6,1,1,3,0,3,0,"60081621"
3,1,3,4,0,0,1,1,1,2,"60081621"
4,2,4,5,0,0,1,3,2,0,"60081621"
5,1,4,5,0,0,1,3,2,0,"60081621"
1,1,1,2,1,2,3,0,3,0,"60081631"
2,2,2,2,1,1,2,0,2,0,"60081631"
3,2,3,5,0,0,2,0,1,2,"60081631"
4,1,3,0,0,0,1,1,1,2,"60081631"
5,2,3,0,0,0,1,1,1,2,"60081631"
1,1,1,2,1,2,2,0,2,0,"60081641"
2,2,2,2,1,1,2,0,2,0,"60081641"
3,1,3,0,0,0,1,1,1,2,"60081641"
1,1,1,2,1,2,3,0,3,0,"60081651"
2,2,2,2,1,1,2,0,2,0,"60081651"
1,1,1,2,1,2,3,0,3,0,"60081671"
2,2,2,2,1,1,3,0,3,0,"60081671"
1,1,1,6,1,2,3,0,3,0,"60081681"
2,2,2,6,1,1,3,0,3,0,"60081681"
3,1,4,5,0,0,2,0,3,0,"60081681"
1,1,1,2,1,2,2,0,1,3,"60081691"
2,2,2,2,1,1,2,0,3,0,"60081691"
3,2,5,5,0,0,3,0,3,0,"60081691"
4,1,6,3,0,0,3,0,3,0,"60081691"
1,2,1,5,0,0,3,0,2,0,"60081701"
2,1,3,5,0,0,2,0,1,1,"60081701"
3,1,9,5,0,0,2,0,2,0,"60081701"
1,1,1,2,1,2,3,0,3,0,"60081831"
2,2,2,2,1,1,3,0,1,4,"60081831"
3,1,3,5,0,0,1,1,1,2,"60081831"
4,2,6,3,0,0,3,0,3,0,"60081831"
1,1,1,2,1,2,2,0,2,0,"60081851"
2,2,2,2,1,1,2,0,3,0,"60081851"
3,1,3,0,0,0,1,1,1,2,"60081851"
1,2,1,4,0,0,3,0,2,0,"60081861"
2,2,3,0,0,0,3,0,1,1,"60081861"
1,2,1,5,0,0,2,0,2,0,"60081901"
2,1,9,5,0,0,2,0,2,0,"60081901"
1,1,1,2,1,2,3,0,3,0,"60081911"
2,2,2,2,1,1,3,0,2,0,"60081911"
3,1,3,5,0,0,1,1,1,2,"60081911"
4,1,3,2,1,5,1,1,1,2,"60081911"
5,2,8,2,1,4,2,0,2,0,"60081911"
1,1,1,2,1,2,1,4,3,0,"60081921"
2,2,2,2,1,1,2,0,2,0,"60081921"
3,1,3,0,0,0,2,0,1,2,"60081921"
4,1,5,3,0,0,3,0,3,0,"60081921"
1,1,1,6,1,2,3,0,2,0,"60081931"
2,2,2,6,1,1,3,0,3,0,"60081931"
3,2,3,5,0,0,1,1,1,2,"60081931"
4,1,3,5,0,0,1,1,1,2,"60081931"
5,2,14,5,0,0,2,0,2,0,"60081931"
1,1,1,4,0,0,3,0,3,0,"60081961"
1,2,1,6,1,2,2,0,2,0,"60081971"
2,1,2,6,1,1,2,0,3,0,"60081971"
3,2,3,5,0,0,1,2,1,1,"60081971"
4,1,3,5,0,0,1,2,1,1,"60081971"
5,1,14,5,0,0,2,0,2,0,"60081971"
1,2,1,4,0,0,3,0,2,0,"60081981"
2,2,3,5,0,0,2,0,1,1,"60081981"
3,2,3,1,2,0,2,0,1,1,"60081981"
1,2,1,3,0,0,3,0,3,0,"60082001"
2,1,3,5,0,0,3,0,1,1,"60082001"
3,1,4,0,0,0,2,0,2,0,"60082001"
1,1,1,2,1,2,3,0,2,0,"60082011"
2,2,2,2,1,1,3,0,2,0,"60082011"
3,1,3,5,0,0,1,1,1,2,"60082011"
4,1,3,5,0,0,1,1,1,2,"60082011"
5,1,3,5,0,0,1,1,1,2,"60082011"
6,2,3,5,0,0,1,1,1,2,"60082011"
7,2,4,0,0,0,3,0,1,6,"60082011"
8,1,3,5,0,0,1,1,1,2,"60082011"
1,2,1,4,0,0,3,0,3,0,"60082031"
2,2,3,5,0,0,3,0,1,1,"60082031"
3,2,4,5,0,0,2,0,1,2,"60082031"
4,2,4,5,0,0,2,0,2,0,"60082031"
5,2,4,0,0,0,2,0,2,0,"60082031"
1,2,1,4,0,0,2,0,2,0,"60082041"
2,2,3,5,0,0,2,0,1,1,"60082041"
3,1,3,5,0,0,2,0,1,1,"60082041"
1,2,1,4,0,0,3,0,2,0,"60082071"
2,1,3,5,0,0,3,0,1,1,"60082071"
3,1,3,5,0,0,3,0,1,1,"60082071"
4,2,3,5,0,0,2,0,1,1,"60082071"
1,1,1,2,1,2,2,0,2,0,"60082081"
2,2,2,2,1,1,2,0,3,0,"60082081"
1,1,1,6,1,2,3,0,3,0,"60082091"
2,2,2,6,1,1,2,0,2,0,"60082091"
1,1,1,6,1,2,3,0,3,0,"60082101"
2,2,2,6,1,1,3,0,3,0,"60082101"
3,1,3,5,0,0,1,1,1,2,"60082101"
4,1,3,4,0,0,1,1,1,2,"60082101"
1,1,1,2,1,2,3,0,2,0,"60082111"
2,2,2,2,1,1,3,0,2,0,"60082111"
3,1,3,5,0,0,1,1,1,2,"60082111"
4,2,3,5,0,0,1,1,1,2,"60082111"
5,1,3,0,0,0,1,1,1,2,"60082111"
1,2,1,6,2,0,2,0,2,0,"60082121"
2,2,3,5,0,0,2,0,1,1,"60082121"
3,1,3,0,0,0,2,0,1,1,"60082121"
1,2,1,2,1,2,3,0,3,0,"60082131"
2,1,2,2,1,1,3,0,3,0,"60082131"
1,2,1,2,1,2,3,0,3,0,"60082141"
2,1,2,2,1,1,3,0,3,0,"60082141"
3,1,3,5,0,0,2,0,1,1,"60082141"
4,2,3,4,0,0,2,0,1,1,"60082141"
1,1,1,6,1,2,3,0,3,0,"60082151"
2,2,2,6,1,1,2,0,2,0,"60082151"
3,2,3,0,0,0,1,1,1,2,"60082151"
1,1,1,3,0,0,3,0,3,0,"60082161"
1,1,1,6,1,2,3,0,3,0,"60082181"
2,2,2,6,1,1,2,0,3,0,"60082181"
1,1,1,2,1,2,2,0,2,0,"60082191"
2,2,2,2,1,1,2,0,2,0,"60082191"
3,1,3,0,0,0,2,0,1,2,"60082191"
1,2,1,4,0,0,3,0,3,0,"60082201"
2,1,3,5,0,0,2,0,1,1,"60082201"
1,1,1,2,1,2,3,0,3,0,"60082211"
2,2,2,2,1,1,3,0,2,0,"60082211"
3,1,14,5,0,0,2,0,2,0,"60082211"
1,1,1,2,1,2,3,0,3,0,"60082221"
2,2,2,2,1,1,2,0,2,0,"60082221"
3,2,3,0,0,0,1,1,1,2,"60082221"
1,1,1,6,1,2,3,0,2,0,"60082251"
2,2,2,6,1,1,2,0,2,0,"60082251"
3,1,3,5,0,0,1,1,1,2,"60082251"
4,2,3,0,0,0,1,1,1,2,"60082251"
1,2,1,2,1,2,2,0,2,0,"60082271"
2,1,2,2,1,1,2,0,2,0,"60082271"
3,1,3,5,0,0,2,0,1,1,"60082271"
1,1,1,6,1,2,2,0,2,0,"60082281"
2,2,2,6,1,1,2,0,2,0,"60082281"
3,1,3,5,0,0,2,0,1,2,"60082281"
4,2,3,5,0,0,1,1,1,2,"60082281"
5,1,3,0,0,0,1,1,1,2,"60082281"
1,1,1,6,1,2,2,0,2,0,"60082291"
2,2,2,6,1,1,2,0,2,0,"60082291"
3,1,3,0,0,0,1,1,1,2,"60082291"
4,2,6,4,0,0,3,0,3,0,"60082291"
1,2,1,2,2,0,3,0,2,0,"60082301"
2,1,3,5,0,0,2,0,1,1,"60082301"
3,2,3,0,0,0,2,0,1,1,"60082301"
1,2,1,4,0,0,2,0,2,0,"60082311"
2,1,3,5,0,0,2,0,1,1,"60082311"
3,1,3,5,0,0,2,0,1,1,"60082311"
1,1,1,2,1,2,2,0,2,0,"60082321"
2,2,2,2,1,1,2,0,2,0,"60082321"
1,1,1,5,0,0,2,0,2,0,"60082331"
1,1,1,6,1,2,2,0,2,0,"60082341"
2,2,2,6,1,1,2,0,2,0,"60082341"
1,2,1,4,0,0,2,0,2,0,"60082351"
2,1,3,0,0,0,2,0,1,1,"60082351"
1,2,1,4,0,0,3,0,3,0,"60082361"
1,2,1,3,0,0,3,0,3,0,"60082371"
2,2,3,4,0,0,2,0,1,1,"60082371"
3,1,4,5,0,0,2,0,1,2,"60082371"
1,2,1,3,0,0,2,0,2,0,"60082411"
2,2,3,4,0,0,2,0,1,1,"60082411"
3,2,4,0,0,0,2,0,1,2,"60082411"
1,2,1,2,1,2,2,0,2,0,"60082421"
2,1,2,2,1,1,3,0,3,0,"60082421"
1,2,1,3,0,0,2,0,3,0,"60082431"
2,2,3,2,2,0,3,0,1,1,"60082431"
3,2,4,0,0,0,2,0,1,2,"60082431"
1,2,1,3,0,0,3,0,3,0,"60082491"
1,2,1,3,0,0,3,0,3,0,"60082541"
1,2,1,5,0,0,3,0,2,0,"60082571"
2,1,3,5,0,0,3,0,1,1,"60082571"
1,1,1,6,2,0,3,0,3,0,"60082601"
1,2,1,4,0,0,3,0,3,0,"60082611"
2,2,3,5,0,0,3,0,1,1,"60082611"
3,1,4,5,0,0,2,0,1,2,"60082611"
4,1,4,5,0,0,2,0,1,2,"60082611"
5,1,4,5,0,0,2,0,1,2,"60082611"
6,1,4,5,0,0,2,0,1,2,"60082611"
1,1,1,2,1,2,2,0,2,0,"60082621"
2,2,2,2,1,1,2,0,2,0,"60082621"
3,1,3,0,0,0,1,1,1,2,"60082621"
4,1,3,0,0,0,1,1,1,2,"60082621"
5,2,3,0,0,0,1,1,1,2,"60082621"
1,2,1,5,0,0,2,0,2,0,"60082631"
2,2,3,0,0,0,2,0,1,1,"60082631"
3,2,3,0,0,0,2,0,1,1,"60082631"
4,2,7,2,1,5,2,0,2,0,"60082631"
5,1,9,2,1,4,2,0,2,0,"60082631"
6,2,9,0,0,0,1,5,1,4,"60082631"
7,1,9,0,0,0,1,5,1,4,"60082631"
1,1,1,2,1,2,2,0,2,0,"60082641"
2,2,2,2,1,1,2,0,2,0,"60082641"
3,1,3,0,0,0,1,1,1,2,"60082641"
4,1,3,0,0,0,1,1,1,2,"60082641"
5,1,14,3,0,0,2,0,2,0,"60082641"
6,2,14,5,0,0,2,0,2,0,"60082641"
1,1,1,2,1,2,3,0,2,0,"60082651"
2,2,2,2,1,1,2,0,2,0,"60082651"
3,1,3,0,0,0,1,1,1,2,"60082651"
4,1,3,0,0,0,1,1,1,2,"60082651"
1,2,1,6,2,0,2,0,2,0,"60082661"
2,1,3,5,0,0,2,0,1,1,"60082661"
3,1,3,0,0,0,2,0,1,1,"60082661"
1,1,1,2,1,2,2,0,2,0,"60082671"
2,2,2,2,1,1,2,0,2,0,"60082671"
3,1,3,5,0,0,1,1,1,2,"60082671"
4,2,3,0,0,0,1,1,1,2,"60082671"
1,2,1,5,0,0,2,0,2,0,"60082681"
2,2,3,5,0,0,2,0,1,1,"60082681"
3,1,3,5,0,0,2,0,1,1,"60082681"
4,1,3,5,0,0,3,0,1,1,"60082681"
1,1,1,2,1,2,2,0,2,0,"60082691"
2,2,2,2,1,1,2,0,2,0,"60082691"
1,1,1,2,1,2,3,0,2,0,"60082701"
2,2,2,2,1,1,2,0,2,0,"60082701"
1,2,1,5,0,0,2,0,2,0,"60082711"
2,2,3,5,0,0,2,0,1,1,"60082711"
3,2,3,5,0,0,2,0,1,1,"60082711"
4,2,3,0,0,0,2,0,1,1,"60082711"
1,1,1,2,1,2,3,0,3,0,"60082731"
2,2,2,2,1,1,2,0,2,0,"60082731"
3,1,3,5,0,0,1,1,1,2,"60082731"
1,1,1,2,1,2,2,0,2,0,"60082741"
2,2,2,2,1,1,2,0,2,0,"60082741"
3,2,3,0,0,0,1,1,1,2,"60082741"
4,1,3,0,0,0,1,1,1,2,"60082741"
5,1,3,0,0,0,1,1,1,2,"60082741"
1,1,1,6,1,2,3,0,2,0,"60082751"
2,2,2,6,1,1,3,0,2,0,"60082751"
3,2,3,5,0,0,1,1,1,2,"60082751"
4,1,3,5,0,0,1,1,1,2,"60082751"
5,1,3,5,0,0,1,1,1,2,"60082751"
1,2,1,2,1,2,2,0,2,0,"60082771"
2,1,2,2,1,1,2,0,2,0,"60082771"
3,1,3,0,0,0,1,2,1,1,"60082771"
4,2,3,0,0,0,1,2,1,1,"60082771"
1,2,1,2,2,0,2,0,2,0,"60082781"
2,1,3,5,0,0,2,0,1,1,"60082781"
3,1,3,5,0,0,2,0,1,1,"60082781"
4,2,3,0,0,0,2,0,1,1,"60082781"
5,1,3,0,0,0,2,0,1,1,"60082781"
1,2,1,2,1,2,3,0,2,0,"60082791"
2,1,2,2,1,1,2,0,2,0,"60082791"
3,2,3,5,0,0,1,2,1,1,"60082791"
4,1,3,0,0,0,1,2,1,1,"60082791"
5,2,9,5,0,0,2,0,2,0,"60082791"
6,1,9,0,0,0,2,0,1,5,"60082791"
1,2,1,4,0,0,3,0,2,0,"60082801"
2,1,3,5,0,0,3,0,1,1,"60082801"
1,1,1,2,1,2,2,0,2,0,"60082811"
2,2,2,2,1,1,2,0,2,0,"60082811"
3,1,3,0,0,0,1,1,1,2,"60082811"
1,1,1,2,1,2,2,0,2,0,"60082821"
2,2,2,2,1,1,2,0,2,0,"60082821"
3,1,3,5,0,0,1,1,1,2,"60082821"
4,1,3,5,0,0,1,1,1,2,"60082821"
5,2,3,5,0,0,1,1,1,2,"60082821"
6,1,3,5,0,0,1,1,1,2,"60082821"
1,1,1,2,1,2,2,0,3,0,"60082901"
2,2,2,2,1,1,3,0,2,0,"60082901"
3,2,14,5,0,0,2,0,2,0,"60082901"
1,2,1,3,0,0,3,0,3,0,"60082911"
2,2,3,5,0,0,3,0,1,1,"60082911"
3,2,3,4,0,0,3,0,1,1,"60082911"
4,1,4,5,0,0,2,0,1,3,"60082911"
5,2,9,5,0,0,3,0,2,0,"60082911"
1,1,1,6,1,2,3,0,3,0,"60082921"
2,2,2,6,1,1,3,0,3,0,"60082921"
1,1,1,6,1,2,3,0,3,0,"60082941"
2,2,2,6,1,1,3,0,3,0,"60082941"
1,1,1,6,1,2,3,0,3,0,"60082951"
2,2,2,6,1,1,3,0,2,0,"60082951"
1,2,1,3,0,0,3,0,2,0,"60082961"
2,1,3,5,0,0,3,0,1,1,"60082961"
3,2,3,4,0,0,3,0,1,1,"60082961"
4,1,4,0,0,0,2,0,1,3,"60082961"
1,2,1,4,0,0,3,0,3,0,"60082971"
2,2,3,2,1,3,2,0,1,1,"60082971"
3,1,8,2,1,2,3,0,3,0,"60082971"
4,2,4,0,0,0,1,3,1,2,"60082971"
1,1,1,6,1,2,3,0,2,0,"60082981"
2,2,2,6,1,1,2,0,2,0,"60082981"
3,2,3,5,0,0,1,1,1,2,"60082981"
4,2,3,5,0,0,1,1,1,2,"60082981"
5,1,4,0,0,0,2,0,1,4,"60082981"
1,2,1,4,0,0,3,0,3,0,"60082991"
2,1,3,5,0,0,2,0,1,1,"60082991"
3,1,3,5,0,0,2,0,1,1,"60082991"
1,2,1,5,0,0,3,0,2,0,"60083001"
2,2,3,0,0,0,2,0,1,1,"60083001"
1,1,1,6,1,2,2,0,2,0,"60083011"
2,2,2,6,1,1,3,0,3,0,"60083011"
3,1,3,5,0,0,1,1,1,2,"60083011"
4,2,3,5,0,0,1,1,1,2,"60083011"
5,1,3,2,1,6,1,1,1,2,"60083011"
6,2,8,2,1,5,2,0,2,0,"60083011"
7,1,4,0,0,0,1,5,1,6,"60083011"
8,2,3,4,0,0,1,1,1,2,"60083011"
9,1,4,0,0,0,2,0,1,8,"60083011"
10,1,3,4,0,0,1,1,1,2,"60083011"
11,2,4,0,0,0,1,10,2,0,"60083011"
1,1,1,2,1,2,3,0,3,0,"60083021"
2,2,2,2,1,1,3,0,3,0,"60083021"
3,1,3,0,0,0,1,1,1,2,"60083021"
1,2,1,4,0,0,3,0,3,0,"60083031"
2,1,3,5,0,0,2,0,1,1,"60083031"
3,1,3,2,1,4,2,0,1,1,"60083031"
4,2,8,2,1,3,2,0,2,0,"60083031"
5,2,4,0,0,0,1,3,1,4,"60083031"
1,1,1,6,1,2,3,0,3,0,"60083041"
2,2,2,6,1,1,3,0,2,0,"60083041"
